province,regency,district,village,postal
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Meunasah Manyang Lam Garot","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Meunasah Deyah","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Pasie Lamgarot","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Lubok Sukon","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Pasie Lubuk","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Teubang Phuy","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Jurong Peujera","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Bineh Blang","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Paleuh Blang","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Cot Mentiwan","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Lampreh Lam Jampok","23371"
"Aceh","Kabupaten Aceh Besar","Ingin Jaya","Lampreh Lamteungoh","23371"
"Aceh","Kabupaten Aceh Besar","Kuta Baro","Cot Lamee","23372"
"Aceh","Kabupaten Aceh Besar","Kuta Baro","Lamteube Geupula","23372"
"Aceh","Kabupaten Aceh Besar","Kuta Baro","Lamteube Mon Ara","23372"
"Aceh","Kabupaten Aceh Besar","Kuta Baro","Lampoh Keude","23372"
"Aceh","Kabupaten Aceh Besar","Darussalam","Lambiheu La","23374"
"Aceh","Kabupaten Aceh Besar","Darussalam","Suleue","23374"
"Aceh","Kabupaten Aceh Besar","Darussalam","Tanjung Deah","23374"
"Aceh","Kabupaten Aceh Besar","Darussalam","Lam Gawe","23374"
"Aceh","Kabupaten Aceh Besar","Darussalam","Berabung","23374"
"Aceh","Kabupaten Aceh Besar","Pulo Aceh","Gugop","23391"
"Aceh","Kabupaten Aceh Besar","Pulo Aceh","Lhok","23391"
"Aceh","Kabupaten Aceh Besar","Pulo Aceh","Alue Reuyeueng","23391"
"Aceh","Kabupaten Aceh Besar","Kota Jantho","Awek","23917"
"Aceh","Kabupaten Aceh Besar","Kota Jantho","Bueng","23917"
"Aceh","Kabupaten Aceh Besar","Kuta Cot Glie","Lam Aling","23364"
"Aceh","Kabupaten Aceh Besar","Kuta Cot Glie","Lamkleng","23364"
"Aceh","Kabupaten Aceh Besar","Kuta Cot Glie","Ie Alang Lamkreumeuh","23364"
"Aceh","Kabupaten Aceh Besar","Kuta Cot Glie","Lamsie","23364"
"Aceh","Kabupaten Aceh Besar","Kuta Cot Glie","Tutui","23364"
"Aceh","Kabupaten Aceh Besar","Kuta Cot Glie","Pasar Lampaku","23364"
"Aceh","Kabupaten Aceh Besar","Kuta Cot Glie","Leupung Bruek","23364"
"Aceh","Kabupaten Aceh Besar","Kuta Cot Glie","Leupung Balue","23364"
"Aceh","Kabupaten Aceh Besar","Kuta Malaka","Leubok Buni","23365"
"Aceh","Kabupaten Aceh Besar","Kuta Malaka","Leubok Batee","23365"
"Aceh","Kabupaten Aceh Besar","Kuta Malaka","Bunghu","23365"
"Aceh","Kabupaten Aceh Besar","Kuta Malaka","Reuleung Glumpang","23365"
"Aceh","Kabupaten Aceh Besar","Simpang Tiga","Batee Linteung","23375"
"Aceh","Kabupaten Aceh Besar","Darul Kamal","Biluy","23350"
"Aceh","Kabupaten Aceh Besar","Darul Kamal","Tubaluy","23350"
"Aceh","Kabupaten Aceh Besar","Darul Kamal","Empee Trieng","23350"
"Aceh","Kabupaten Aceh Besar","Baitussalam","Klieng Muria","23373"
"Aceh","Kabupaten Aceh Besar","Baitussalam","Labuy","23373"
"Aceh","Kabupaten Aceh Besar","Baitussalam","Miruk Lam Reudep","23373"
"Aceh","Kabupaten Aceh Besar","Krueng Barona Jaya","Leung Ie","23370"
"Aceh","Kabupaten Aceh Besar","Krueng Barona Jaya","Lampermai","23370"
"Aceh","Kabupaten Aceh Besar","Krueng Barona Jaya","Gle Deyah","23370"
"Aceh","Kabupaten Aceh Besar","Leupung","Lamseunia","23353"
"Aceh","Kabupaten Aceh Besar","Leupung","Mns. Mesjid","23353"
"Aceh","Kabupaten Aceh Besar","Leupung","Meunasah Bak U","23353"
"Aceh","Kabupaten Aceh Besar","Leupung","Dayah Mamplam","23353"
"Aceh","Kabupaten Aceh Besar","Blang Bintang","Meulayo","23360"
"Aceh","Kabupaten Aceh Besar","Blang Bintang","Paya Ue","23360"
"Aceh","Kabupaten Aceh Besar","Blang Bintang","Cot Meulangeun","23360"
"Aceh","Kabupaten Aceh Besar","Blang Bintang","Cot Madhi","23360"
"Aceh","Kabupaten Pidie","Batee","Kulee","24152"
"Aceh","Kabupaten Pidie","Batee","Awe","24381"
"Aceh","Kabupaten Pidie","Batee","Pasi Beurandeh","24152"
"Aceh","Kabupaten Pidie","Delima","Reuntoh","24162"
"Aceh","Kabupaten Pidie","Delima","Krueng Reubee","24162"
"Aceh","Kabupaten Pidie","Geumpang","Pulo Lhoih","24168"
"Aceh","Kabupaten Pidie","Glumpang Tiga","Panjoe","24183"
"Aceh","Kabupaten Pidie","Glumpang Tiga","Amud Mesjid","24183"
"Aceh","Kabupaten Pidie","Glumpang Tiga","Pulo Lon / Pulo Dayah","24183"
"Aceh","Kabupaten Pidie","Indrajaya","Tampieng Tunong","24171"
"Aceh","Kabupaten Pidie","Indrajaya","Blang Garot","24171"
"Aceh","Kabupaten Pidie","Indrajaya","Wakheuh","24171"
"Aceh","Kabupaten Pidie","Indrajaya","Blang Rapai","24171"
"Aceh","Kabupaten Pidie","Indrajaya","Beureudep","24171"
"Aceh","Kabupaten Pidie","Kembang Tanjong","Jurong Balee","24182"
"Aceh","Kabupaten Pidie","Kembang Tanjong","Jeumeurang","24182"
"Aceh","Kabupaten Pidie","Kembang Tanjong","Panjoe","24183"
"Aceh","Kabupaten Pidie","Kembang Tanjong","Keureumbok","24182"
"Aceh","Kabupaten Pidie","Mila","Tunong Ilot","24163"
"Aceh","Kabupaten Pidie","Muara Tiga","Simpang Beutong","24153"
"Aceh","Kabupaten Pidie","Mutiara","Baroh Barat Yaman","24173"
"Aceh","Kabupaten Pidie","Mutiara","Tuha Gampong Gajah","24173"
"Aceh","Kabupaten Pidie","Mutiara","Jadan","24173"
"Aceh","Kabupaten Pidie","Mutiara","Paloh Kambuek","24173"
"Aceh","Kabupaten Pidie","Mutiara","Lampoh Sirong","24173"
"Aceh","Kabupaten Pidie","Mutiara","Mee Panyang","24173"
"Aceh","Kabupaten Pidie","Mutiara","Reului","24173"
"Aceh","Kabupaten Pidie","Mutiara","Ribeun","24173"
"Aceh","Kabupaten Pidie","Mutiara","Balee Busu","24173"
"Aceh","Kabupaten Pidie","Padang Tiji","Hagu Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Baro Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Dayah Tanoh Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Kambuek Nicah Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Kambuek Payapi Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Seunadeu Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Blang Gunci Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Dayah Baroh Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Geulumpang Geuleudieng","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Sukon Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Cut Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Buloh Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Perlak Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Dayah Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Teungoh Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Tuha Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Tunong Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Buni Reulieng Peudaya","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Trieng Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Leuhob Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Jurong Gampong Cot Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Suyo Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Kreet Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Capa Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Jurong Anoe Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Balee Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Siron Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Gampong Cut Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Pante Cermen Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Pasar Paloh","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Cot Kunyet","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Meuke Beurabo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Seukeumbrok Beurabo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Baro Beurabo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Adang Beurabo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Paloh Jeurat Beurabo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Seuleunggieng Beurabo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Teungoh Drien Gogo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Kumbang Gogo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Mesjid Gogos","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Glee Gogo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Meuke Gogo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Raya Gogo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Grong-grong Gogo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Aron Bunot Gogo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Buloh Gogo","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Tunong Tanjong","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Keupula Tanjong","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Jok Tanjong","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Leun Tanjong","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Pante Crueng Tanjong","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Cot Keutapang Tanjong","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Meuriya Tanjong","24161"
"Aceh","Kabupaten Pidie","Padang Tiji","Pulo Hagu Tanjong","24161"
"Aceh","Kabupaten Pidie","Peukan Baro","Lueng Guci Rumpong","24172"
"Aceh","Kabupaten Pidie","Peukan Baro","Mesjid Guci Rumpong","24172"
"Aceh","Kabupaten Pidie","Peukan Baro","Balee Pineung","24172"
"Aceh","Kabupaten Pidie","Peukan Baro","Bluek Arab","24172"
"Aceh","Kabupaten Pidie","Peukan Baro","Raya Krueng Seumideun","24172"
"Aceh","Kabupaten Pidie","Peukan Baro","Sukon Krueng Seumideun","24172"
"Aceh","Kabupaten Pidie","Peukan Baro","Blang Krueng Seumideun","24172"
"Aceh","Kabupaten Pidie","Peukan Baro","Keureumbok","24182"
"Aceh","Kabupaten Pidie","Pidie","Lampeudue Baroh","24151"
"Aceh","Kabupaten Pidie","Pidie","Keuniree","24151"
"Aceh","Kabupaten Pidie","Pidie","Kampong Pukat","24151"
"Aceh","Kabupaten Pidie","Pidie","Kampong Barat","24151"
"Aceh","Kabupaten Pidie","Pidie","Jeuleupee","24151"
"Aceh","Kabupaten Pidie","Pidie","Raya Uteu","24151"
"Aceh","Kabupaten Pidie","Sakti","Riweuek","24164"
"Aceh","Kabupaten Pidie","Sakti","Kampong Pisang Bucue","24164"
"Aceh","Kabupaten Pidie","Sakti","Leupeuem Mesjid","24164"
"Aceh","Kabupaten Pidie","Sakti","Mali Lamkuta","24164"
"Aceh","Kabupaten Pidie","Sakti","Mali Uke","24164"
"Aceh","Kabupaten Pidie","Sakti","Lhok Mee","24164"
"Aceh","Kabupaten Pidie","Sakti","Lameue Mns. Raya","24164"
"Aceh","Kabupaten Pidie","Sakti","Lameue Mns. Baro","24164"
"Aceh","Kabupaten Pidie","Sakti","Lameue Mns. Lueng","24164"
"Aceh","Kabupaten Pidie","Sakti","Mns Blang Sakti","24164"
"Aceh","Kabupaten Pidie","Sakti","Mns Balee","24164"
"Aceh","Kabupaten Pidie","Simpang Tiga","Liliep","24181"
"Aceh","Kabupaten Pidie","Simpang Tiga","Ceureucok Timur","24181"
"Aceh","Kabupaten Pidie","Simpang Tiga","Ceureukcok Barat","24181"
"Aceh","Kabupaten Pidie","Simpang Tiga","Gong","24181"
"Aceh","Kabupaten Pidie","Simpang Tiga","Seuk Ceukok","24181"
"Aceh","Kabupaten Pidie","Simpang Tiga","Kampong Blang","24181"
"Aceh","Kabupaten Pidie","Simpang Tiga","Paloh Tok Due","24181"
"Aceh","Kabupaten Pidie","Simpang Tiga","Mesjid Tungoe","24181"
"Aceh","Kabupaten Pidie","Tangse","Krueng Meuriam","24166"
"Aceh","Kabupaten Pidie","Tangse","Krueng Seukeuek","24166"
"Aceh","Kabupaten Pidie","Tangse","Blang Pandak","24166"
"Aceh","Kabupaten Pidie","Tiro/truseb","Meunasah Panah","24174"
"Aceh","Kabupaten Pidie","Tiro/truseb","Daya Baroh","24174"
"Aceh","Kabupaten Pidie","Tiro/truseb","Daya Teungoh","24174"
"Aceh","Kabupaten Pidie","Tiro/truseb","Daya Kampong Baro","24174"
"Aceh","Kabupaten Pidie","Tiro/truseb","Daya Cot","24174"
"Aceh","Kabupaten Pidie","Tiro/truseb","Blang Rikui","24174"
"Aceh","Kabupaten Pidie","Keumala","Pako","24165"
"Aceh","Kabupaten Pidie","Keumala","Pulo Cahi","24165"
"Aceh","Kabupaten Pidie","Mutiara Timur","Tong Peria","24175"
"Aceh","Kabupaten Pidie","Mutiara Timur","Mee Adan","24175"
"Aceh","Kabupaten Pidie","Mutiara Timur","Tiba Mesjid","24175"
"Aceh","Kabupaten Pidie","Mutiara Timur","Simbe","24175"
"Aceh","Kabupaten Pidie","Grong-grong","Pangge Pilok","24150"
"Aceh","Kabupaten Pidie","Grong-grong","Mesjid Memeuaneuk","24150"
"Aceh","Kabupaten Pidie","Mane","Lutueng","24189"
"Aceh","Kabupaten Pidie","Glumpang Baro","U. Bungkok","24180"
"Aceh","Kabupaten Pidie","Glumpang Baro","Sangget","24180"
"Aceh","Kabupaten Pidie","Titeue","Uke","24168"
"Aceh","Kabupaten Pidie","Titeue","Dayah Meunara","24168"
"Aceh","Kabupaten Pidie","Titeue","Pulo Lhoih","24168"
"Aceh","Kabupaten Pidie","Titeue","Mesjid Tongpudeng","24168"
"Aceh","Kabupaten Pidie","Titeue","Asan Tongpudeng","24168"
"Aceh","Kabupaten Aceh Utara","Baktiya","Meunasah Alue Ie Puteh","24392"
"Aceh","Kabupaten Aceh Utara","Baktiya","Alue Anoe Timu","24392"
"Aceh","Kabupaten Aceh Utara","Baktiya","Alue Anoe Barat","24392"
"Aceh","Kabupaten Aceh Utara","Baktiya","Pulo Seukee","24392"
"Aceh","Kabupaten Aceh Utara","Baktiya","Keude Panteu Breuh","24392"
"Aceh","Kabupaten Aceh Utara","Baktiya","Alue Jamok","24392"
"Aceh","Kabupaten Aceh Utara","Baktiya","Keude Menjee Iv","24392"
"Aceh","Kabupaten Aceh Utara","Baktiya","Matang Reudeup","24392"
"Aceh","Kabupaten Aceh Utara","Baktiya","Matang Beuringen","24392"
"Aceh","Kabupaten Aceh Utara","Dewantara","Geulumpang Sulu Timu","24354"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Meunasah Buket","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Cot Rheu","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Dayah Meunara","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Alue Rambee","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Cot Merbo","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Guha Uleu","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Pulo Rayeuk","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Meuria","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Cot Seumiyong","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Muling Manyang","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Muling Meucat","24371"
"Aceh","Kabupaten Aceh Utara","Kuta Makmur","Sido Muliyo","24371"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Kuta Lhoksukon","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Blang Aman","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunye Matang Ubi","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Buket Seuntang","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Cot Glumpang Ab","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Abeuk Leupon","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Ara Ab","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Matang Pupanji Ab","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Matang Teungoh Ab","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Alue Mudem","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Asan Lb","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Beringin Lb","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Ulee Barat","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Ranto","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Nga Lb","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Matang Munjee","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Pulo Dulang","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Dayah Lb","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Geumata","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Meureubo","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Dayah Lt","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Krueng Lt","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Babah Geudeubang","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Nga Lt","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Meunasah Meuria","24382"
"Aceh","Kabupaten Aceh Utara","Lhoksukon","Buloh Lt","24382"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Rayeuk Glang Glong","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Punti Geulumpang Vii","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Geulumpang Vii","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Aron Geulumpang Vii","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Matang Munye","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Matang Mee","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Jeumpa Geulumpang Vii","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Meuria Matangkuli","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Ceubrek Pirak","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Meunye Pirak","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Beuringen Pirak","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Leubok Pirak","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Tanjong Teungku Kari","24386"
"Aceh","Kabupaten Aceh Utara","Matangkuli","Kunyet Mulee","24386"
"Aceh","Kabupaten Aceh Utara","Muara Batu","Teumpok Beurandang","24355"
"Aceh","Kabupaten Aceh Utara","Muara Batu","Reuleut Timu","24355"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Dayah Bluek","24372"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Teumpok Teungku","24372"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Paya Kambuk","24372"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Meunasah Nga","24372"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Keeh","24372"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Blang Reuma","24372"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Pulo Kitou","24372"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Leubok Tuwe","24372"
"Aceh","Kabupaten Aceh Utara","Meurah Mulia","Baree Blang","24372"
"Aceh","Kabupaten Aceh Utara","Samudera","Pie","24374"
"Aceh","Kabupaten Aceh Utara","Samudera","Krueng Baro Langgahan","24374"
"Aceh","Kabupaten Aceh Utara","Samudera","Krueng Baro Blang Mee","24374"
"Aceh","Kabupaten Aceh Utara","Samudera","Keude Blang Mee Pulo Klat","24374"
"Aceh","Kabupaten Aceh Utara","Samudera","Tanjong Baroh","24374"
"Aceh","Kabupaten Aceh Utara","Samudera","Tanjong Reungkam","24374"
"Aceh","Kabupaten Aceh Utara","Samudera","Tanjong Awe","24374"
"Aceh","Kabupaten Aceh Utara","Samudera","Krueng Matee","24374"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Meurubo Puntong","24393"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Alue Barueh","24393"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Cot Kafiraton","24393"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Alue Capli","24393"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Meunasah Sagoe","24393"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Ulee Rubek Timu","24393"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Teupin Kuyuen","24393"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Matang Anoe","24393"
"Aceh","Kabupaten Aceh Utara","Seunuddon","Lhok Geulituet","24393"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Meuria Aron","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Mee Aron","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Glok","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Matang Munye","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Gampong U","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Peurupok","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Ampeh","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Dayah Meuria","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Aron","Awe","24381"
"Aceh","Kabupaten Aceh Utara","Syamtalira Bayu","Glong","24370"
"Aceh","Kabupaten Aceh Utara","Syamtalira Bayu","Beunot","24370"
"Aceh","Kabupaten Aceh Utara","Syamtalira Bayu","Cot Neuheun","24370"
"Aceh","Kabupaten Aceh Utara","Syamtalira Bayu","Tumpeun","24370"
"Aceh","Kabupaten Aceh Utara","Syamtalira Bayu","Blang Seureukuy","24370"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Matang Cibrek","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Deng","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Punti Pulo Agam","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Teungoh Pulo Agam","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Ampeh","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Teungku Dibalee","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Ujong Baroh Berghang","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Jeumpa Berghang","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Teungoh Berghang","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Pante Berghang","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Serba Jaman","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Cot Dah","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Blang Trieng","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Teupin Mee","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Punti Seuleumak Barat","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Luas","Buket Makarti","24387"
"Aceh","Kabupaten Aceh Utara","Tanah Pasir","Mee Matang Panyang","24390"
"Aceh","Kabupaten Aceh Utara","Tanah Pasir","Keude Matang Payang","24390"
"Aceh","Kabupaten Aceh Utara","Tanah Pasir","Matang Ranup Laseh","24390"
"Aceh","Kabupaten Aceh Utara","Tanah Pasir","Cangguek","24390"
"Aceh","Kabupaten Aceh Utara","Tanah Pasir","Prie","24390"
"Aceh","Kabupaten Aceh Utara","Tanah Pasir","Me Merbo","24390"
"Aceh","Kabupaten Aceh Utara","Tanah Pasir","Kuala Keureutou Barat","24390"
"Aceh","Kabupaten Aceh Utara","Tanah Jambo Aye","Seuneubok Doe","24395"
"Aceh","Kabupaten Aceh Utara","Tanah Jambo Aye","Tanjong Ara","24462"
"Aceh","Kabupaten Aceh Utara","Tanah Jambo Aye","Tanjong Punti","24395"
"Aceh","Kabupaten Aceh Utara","Tanah Jambo Aye","Buket Jrat Manyang","24395"
"Aceh","Kabupaten Aceh Utara","Tanah Jambo Aye","Buket Padang","24395"
"Aceh","Kabupaten Aceh Utara","Tanah Jambo Aye","Rawang Itek","24395"
"Aceh","Kabupaten Aceh Utara","Sawang","Gle Dagang","24377"
"Aceh","Kabupaten Aceh Utara","Sawang","Punteuet","24377"
"Aceh","Kabupaten Aceh Utara","Sawang","Teupin Rusep","24377"
"Aceh","Kabupaten Aceh Utara","Sawang","Cot Kumuneng","24377"
"Aceh","Kabupaten Aceh Utara","Sawang","Paya Rabo Timu","24377"
"Aceh","Kabupaten Aceh Utara","Nisam","Meunasah Beunot","24378"
"Aceh","Kabupaten Aceh Utara","Nisam","Peunayan","24378"
"Aceh","Kabupaten Aceh Utara","Nisam","Cot Euntung","24378"
"Aceh","Kabupaten Aceh Utara","Cot Girek","Lhok Meurbo","24352"
"Aceh","Kabupaten Aceh Utara","Cot Girek","Kp. Bantan","24352"
"Aceh","Kabupaten Aceh Utara","Cot Girek","Kp. Tempel","24352"
"Aceh","Kabupaten Aceh Utara","Cot Girek","U Baro","24352"
"Aceh","Kabupaten Aceh Utara","Cot Girek","Gampong Ara","24352"
"Aceh","Kabupaten Aceh Utara","Cot Girek","Drien Ii","24352"
"Aceh","Kabupaten Aceh Utara","Langkahan","Kampong Blang","24394"
"Aceh","Kabupaten Aceh Utara","Baktiya Barat","Lang Nibong","24396"
